---,Name,Description,Image,Audio
41,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""41_Name"", ""41. A short hip/loin throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""41_Description"", ""In this encounter against the opponent, compose yourself in this way: if the opponent stands against you with their right foot such that their right foot is outside your right foot, then encircle their hips with your left hand, apply your right elbow to their left elbow, and pull them towards you. |But if the opponent seizes you in the same way, then place your right arm backward around their neck and pull them towards you in this way. |However, if the opponent uses the same method, strike the back of their right knee with your right knee, and in this way, throw the opponent down using your left thigh."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_041.400px-Mair_grappling_041'","None"
42,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""42_Name"", ""42. Another hip throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""42_Description"", ""When you enter the view of the opponent, advance with your left foot. |But if they stand against you with their right foot, carefully direct your left hand over the opponent\'s back, seizing their left shoulder, and seize their right foot from above with your right hand, lifting it upward. |However, if they seize you in the same way, then direct your right hand around their neck to seize their right shoulder, and your left hand to seize their right arm. |If the opponent tries to support themselves to avoid falling, lift them upward from below, and suppress them from above. |In this way, throw the opponent down using your left thigh."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_042.400px-Mair_grappling_042'","None"
43,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""43_Name"", ""43. A left side throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""43_Description"", ""Adapt yourself to this fight in this way: place your left foot forward, direct your left arm over the opponent\'s right shoulder, apply it to their neck, and push them with your left hand. |Then, seize the opponent\'s right foot from the outside with your right hand and lift them in this way. |However, if the opponent seizes you in the same way, then extend your right hand under their left arm and apply it to their neck. |Seize their left foot from below with your left hand. |If the opponent attempts to nullify your efforts and defends themselves, throw them forward to your left side, and throw them down using your left hip."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_043.400px-Mair_grappling_043'","None"
44,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""44_Name"", ""44. A pull with a throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""44_Description"", ""If you approach the opponent closely, advance with your left foot and carefully seize their right hand with your right hand, applying them to your chest. |Seize their right shoulder with your left hand and lift them upward in this way. |But if the opponent uses the same method against you, place your right foot behind their left foot, and seize their pubic area with your left hand, while pressing their chest with your right elbow from above. |In this posture, throw them down using your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_044.400px-Mair_grappling_044'","None"
45,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""45_Name"", ""45. A lift up with a head first throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""45_Description"", ""When the opponent stands in front of you in the posture of inserting the foot, carefully ensure to knock their right foot with your left foot. |Then, seize them with your right hand and lift them upward. |But if the opponent uses the same method against you, then place your right arm around their neck to seize their right shoulder, and your left arm around their right arm. |However, if the opponent attempts to escape, prepare yourself downward in the balance posture, and place your left hand backward on their hips. |Then, lift yourself upward and throw the opponent downward sharply."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_045.400px-Mair_grappling_045'","None"
46,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""46_Name"", ""46. A counter to the previous device"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""46_Description"", ""Insert your left foot in this fight, seize the opponent\'s left arm with your right hand, encircle their hips with your left hand, and if you lower yourself into the balance posture, lift the opponent upward. |However, if they use the same posture against you, even if you place your right foot between both of their feet, then direct your right hand placed around their neck to their right armpit and apply your left hand to their right elbow. |In this way, you will prevent their attempt to lift you. |Then, ensure to throw the opponent down by precipitating them using your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_046.400px-Mair_grappling_046'","None"
47,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""47_Name"", ""47. A throw from the leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""47_Description"", ""Compose yourself in this fight against the opponent in this way: place your right foot forward, and with your left foot, step back behind their left heel. |Then, encircle their hips with your left hand and seize their left armpit with your left hand, while applying your right elbow to their left elbow from the outside. |Pull the opponent towards you in this way. |However, if the opponent uses the same method, place your right hand around their neck to seize their right shoulder, and your left hand on their arm. |Then, if you push their left foot with your right foot, rotate the opponent from your right side to your left."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_047.400px-Mair_grappling_047'","None"
48,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""48_Name"", ""48. A counter to the previous leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""48_Description"", ""When you approach the opponent\'s view, place your right foot against their left foot, and place your right arm around their neck, while seizing their right elbow from the inside with your left hand. |However, if they embrace you in the same way and attempt to use the same method against you, apply both of your hands to their neck from above. |In this posture, they will fall prone, and the posture of the foot impulse will be nullified."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_048.400px-Mair_grappling_048'","None"
49,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""49_Name"", ""49. A throw from the wheel"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""49_Description"", ""In this encounter against the opponent, compose yourself in this way: place your right foot between both of the opponent\'s feet and extend your right arm over their left shoulder. |However, if the opponent attempts the same, then apply your right arm to their neck and suppress them downward from the front. |If the opponent tries to block this with their left hand, insert your left hand between both of their feet, and if you rotate them to your right side, throw the opponent down from the wheel posture."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_049.400px-Mair_grappling_049'","None"
50,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""50_Name"", ""50. A throw from the leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""50_Description"", ""In this type of fight, place your left foot forward and seize the opponent\'s left shoulder from above with your left hand. |But if they use the same method against you, then apply your left arm to their neck and adjust yourself as if you intend to insert your right foot against their foot. |Then, push their chest with your right elbow, and if you press the opponent firmly to your right side and insert your foot against theirs, throw the opponent down on their back towards your right side."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_050.400px-Mair_grappling_050'","None"
51,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""51_Name"", ""51. A throw from the bolt"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""51_Description"", ""If both of you engage, then you, who wish to appear as an athlete, place your left foot behind both of the opponent\'s feet and seize their left elbow from the outside with your right hand, while encircling their hips with your left hand. |But if they seize you in the same way and pull you towards them, then strike their left foot sharply with your right foot. |Then, extend your right arm over their neck, seize their right arm from the inside with your left hand, and if you rotate the opponent from their right side to your right side, you will force them to fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_051.400px-Mair_grappling_051'","None"
52,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""52_Name"", ""52. A throw from the scales"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""52_Description"", ""Place your right foot forward in this fight if you wish to take the lead. |But if the opponent places their left foot forward against you and inserts their right foot between both of yours while encircling your neck with their right arm, as if they intend to fight you, then quickly adjust yourself into the balance posture by leaning your body forward. |Then, seize the opponent\'s left foot with your right hand, encircle their hips with your left hand, and apply your left armpit. |From this posture, immediately lift yourself upward from the balance posture and throw the opponent down on their back using your left foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_052.400px-Mair_grappling_052'","None"
53,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""53_Name"", ""53. A hip/thigh throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""53_Description"", ""If you both approach each other, place your right foot forward and place your left foot outside the opponent\'s left foot. |Then, seize their left arm from the outside with your right hand and encircle their middle with your left hand. |However, if they embrace you in the same way and attempt to throw you down, retreat into the balance posture. |Then, place your right arm backward around their neck and seize their right shoulder with your left hand. |If the opponent seizes you in the same way and uses the balance posture similarly, then remove their right arm with your left elbow, apply it to their neck, and suppress them towards the ground."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_053.400px-Mair_grappling_053'","None"
54,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""54_Name"", ""54. A wind in"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""54_Description"", ""In this fight, place your left foot forward and seize the opponent\'s right side with your left hand. |But if they attempt to seize you in the same way, then quickly avert their left hand with your right hand so that you apply it to their hips. |However, if they use the same method against you, seize their left arm with your right hand. |If they use the same method in return, then seize their right arm from below with your left hand. |Then, pull it towards your chest and join it to yourself, and if you throw the opponent from the wheel posture from your left side towards your right side, they will fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_054.400px-Mair_grappling_054'","None"
55,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""55_Name"", ""55. A throw from the scales"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""55_Description"", ""Compose yourself in this posture in this way: extend your left foot forward widely, apply your right hand backward to the opponent\'s neck, seize their right shoulder, and seize their left arm from the inside with your left hand. |However, if the opponent seizes you in the same way and attempts to throw you down using their right foot, seize their right foot with both of your hands, and compose yourself in the balance posture with your body leaning forward under their right arm, ensuring to firmly apply your left armpit to their right armpit. |Then, place your left foot behind their right foot, and if you lift them upward, throw them down on their back."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_055.400px-Mair_grappling_055'","None"
56,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""56_Name"", ""56. A throw from a neck thrust and a leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""56_Description"", ""In mutual engagement, ensure to place your right foot inside the posture of the opponent\'s left foot, and then apply your right arm to their neck, suppressing them in this way. |However, if they approach you in the same way, then close your left hand and apply it to your left side. |Then, pass your left arm under their right arm and firmly press their right side with their elbow. |Afterward, seize their pubic area with your right hand from below, and in this way, throw the opponent down prone from the posture of inserting the foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_056.400px-Mair_grappling_056'","None"
57,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""57_Name"", ""57. A backwards throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""57_Description"", ""Place your right foot forward against the opponent in this fight, and with your right hand placed around their neck, seize their right armpit, and with your left hand, seize their left arm from the inside. |However, if the opponent seizes you in the same way and attempts to pull you towards them, then quickly adapt yourself downward into the balance posture, seize their right foot with your right hand, lift it upward, and firmly press their chest with your left elbow. |In this way, throw the opponent down on their back using your left foot placed forward."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_057.400px-Mair_grappling_057'","None"
58,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""58_Name"", ""58. A run-in into a leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""58_Description"", ""Prepare yourself for the aforementioned fight in this way: place your left foot forward and extend your left hand backward over their back, directing it upward to seize their left shoulder, while directing your right hand forward over their chest to assist your left hand. |If you compose yourself in the balance posture with your body leaning forward, pull the opponent towards you. |However, if they seize you in the same way, then place your right foot behind their left foot, and direct your right hand over their right shoulder into their right armpit, while seizing their right elbow from the outside with your left hand. |Then, throw the opponent down prone using your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_058.400px-Mair_grappling_058'","None"
59,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""59_Name"", ""59. A close hold wrestling technique"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""59_Description"", ""In this encounter, if the opponent places their right foot between both of yours, direct your right hand over their chest upward to seize their left shoulder, and with your left hand, seize their left hand and pull it towards you. |Then, press their right shoulder downward with your chin and throw the opponent down on their back using your left foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_059.400px-Mair_grappling_059'","None"
60,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""60_Name"", ""60. A leg break"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""60_Description"", ""In this fight, stand upright against the opponent and apply both of your arms inward to their chest. |However, if they use the same method, then twist both of the opponent\'s arms outward. |Then, with all your strength, if you strike the opponent\'s left foot with your right foot, you will break their foot or, if you prefer, pull the opponent towards you and throw them down."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_060.400px-Mair_grappling_060'","None"
61,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""61_Name"", ""61. A hand winding with a throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""61_Description"", ""When both of you mutually seize each other\'s arms, insert your right foot into the opponent\'s left knee, place your right arm around their neck towards their right shoulder, and seize their chest with your left hand. |But if the opponent embraces you in the same way and you seize their hips from behind, the opponent will be forced to fall with you. |However, if they also throw you down with them, apply your left hand to the front of their neck, and in this way, you will be able to rise freely from the opponent."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_061.400px-Mair_grappling_061'","None"
62,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""62_Name"", ""62. A hand break"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""62_Description"", ""If you advance boldly towards the opponent, remember to place your left foot forward. |But if the opponent stands against you with their hands spread, then seize their right thumb with your right hand and their arm slightly below the joint with your left hand, and in this way, you can break their hand. |Then, advance with your right foot to the opponent\'s left side, and if you encircle their hips with your left hand, you will throw the opponent down using your left hip."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_062.400px-Mair_grappling_062'","None"
63,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""63_Name"", ""63. A hand winding with an armbreak"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""63_Description"", ""Prepare yourself for this fight in this way: seize the opponent\'s left shoulder with your right hand and place your left hand under their right armpit. |But if the opponent seizes you in the same way, then insert your right arm into their left arm from the inside to the outside, extending it backward to their left elbow, and place your left arm over their right arm from the outside, lifting it firmly upward. |If you press them towards you in this way, you will break the opponent\'s arms. |If this attempt is less successful, then strike their left foot with your right foot, and with this impulse, the opponent will be forced to fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_063.400px-Mair_grappling_063'","None"
64,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""64_Name"", ""64. A backwards throw with a leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""64_Description"", ""If you approach the opponent\'s view, advance with your left foot, directing your left hand over their back to seize their left armpit from above, and direct your right hand over their chest to seize their left arm. |But if the opponent seizes you in the same way and pulls you towards them, then insert your right foot against their left foot, and encircle their neck with your right arm, seizing their right side. |However, place your left hand under their right elbow from the outside. |Then, if you throw the opponent down using your right hip, you will be able to throw them prone."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_064.400px-Mair_grappling_064'","None"
65,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""65_Name"", ""65. A throw from a waist hold (diagonal)"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""65_Description"", ""Adapt yourself to this fight in this way: advance with your left foot and extend your head under the opponent\'s right armpit. |Then, seize their left armpit with your left hand and their left arm with your right hand. |However, if the opponent seizes you in the same way, then seize their left foot with your left hand and lift them upward. |Then, place your right foot behind their left foot, and if you encircle their neck from above with your right arm, throw them down from the aforementioned posture to your right side."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_065.400px-Mair_grappling_065'","None"
66,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""66_Name"", ""66.  A way of turning the opponent along with a throw over the left hip"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""66_Description"", ""When you approach the opponent closely, adapt yourself to this fight in this way: if the opponent places their right foot against your left foot and attempts to seize your left armpit with their right hand and your right side with their left hand, then place your left hand over both of their arms to seize their left arm, and place your right hand under their left armpit, pulling them towards you. |Then, suppress the opponent downward onto your chest, and apply your left hip to their left hip. |In this way, you will turn them and simultaneously throw them down from your left side to your right side."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_066.400px-Mair_grappling_066'","None"
67,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""67_Name"", ""67. A throw from the scales"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""67_Description"", ""From mutual engagement, if you approach the opponent closely, place your left foot between both of their feet, then lower yourself into the balance posture, applying your right hand to their pubic area and extending it outward. |Encircle their middle with your left hand, assisting your right hand, and lift the opponent upward. |However, if the opponent uses the same method against you, then encircle their neck from above with your right arm to seize their right shoulder, and seize their right arm from the inside with your left hand. |Then, lift their right foot upward with your right foot, strike their left knee with your right knee, and from this impulse, the opponent will fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_067.400px-Mair_grappling_067'","None"
68,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""68_Name"", ""68. A throw from the upper weak point"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""68_Description"", ""Prepare yourself for this fight in this way: place your left foot behind both of the opponent\'s feet, and lower your body into the balance posture. |Then, seize their right shoulder from above with both of your arms and suppress them with all your strength. |However, if the opponent uses the same method of suppression against you, then encircle their body from above with both of your arms, and embrace their head and arms under their right armpit. |Then, if you strike their left foot with your right foot, you will throw them down from the aforementioned posture."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_068.400px-Mair_grappling_068'","None"
69,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""69_Name"", ""69. A throw from the short hip"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""69_Description"", ""If you wish to be a strong fighter, adapt yourself to this fight in this way: place your left foot close to their left foot, and incline your body forward into the balance posture so that your head is under their right armpit. |Then, direct your right hand through their hips to seize their left arm from the inside, and extend your left hand backward around their hips to seize their left armpit. |In this way, pull the opponent towards you. |However, if they use the same method against you, encircle their neck from above with your right arm to seize their right side, and seize their right elbow from the outside with your left hand. |Then, throw the opponent down using the thigh of your right leg."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_069.400px-Mair_grappling_069'","None"
70,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""70_Name"", ""70. A throw from the high/upper hip"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""70_Description"", ""Prepare yourself for this type of fight in this way: if you wish to stand in the posture of inserting your foot into the opponent\'s knee, but they are farther away than expected, then leap forward with both feet beyond the opponent. |However, if they use the same method, encircle their hips with your left arm and seize their left shoulder with your right hand. |If the opponent uses the same method against you, then direct your right arm over their shoulder to seize their right armpit firmly, and seize their right elbow from the outside with your left hand. |Then, incline your body forward and rotate the opponent using your upper hip and your right foot."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_070.400px-Mair_grappling_070'","None"
71,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""71_Name"", ""71. A throw from the struck out hip"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""71_Description"", ""If you approach the opponent, place your left foot farther forward against their left foot, place your right hand under their left armpit, and encircle their middle with your left hand, applying it backward to assist your right hand, and pull them towards you. |However, if the opponent seizes you in the same way and attempts the same, then seize their left foot with your left hand and lift it upward. |Encircle their neck with your right arm to seize their right shoulder, and throw the opponent onto your right hip. |Then, lift yourself again, and in this way, you can carry or throw the opponent down."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_071.400px-Mair_grappling_071'","None"
72,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""72_Name"", ""72. A throw from the upper and lower weak point"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""72_Description"", ""If you mutually engage and approach the opponent closely, adapt yourself in this way: when the opponent advances against you with their left foot forward, so that you stand between both of their feet, and they attempt to seize your left shoulder with their left hand, then apply your left arm over their left arm from above, and in this way, block their attempt. |Then, place it on their neck, and if you seize their left foot from below with your right hand, the opponent will be weakened both above and below. |Then, suppress them firmly from above, and if you lift them from below, throw them down to your left side."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_072.400px-Mair_grappling_072'","None"
73,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""73_Name"", ""73. An elbow strike to the back along with a throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""73_Description"", ""In this encounter, if the opponent attempts to seize your right side with their right hand while encircling your middle with their left hand, then seize their right elbow with your left hand, and if you pull it to your chest, they will bend forward. |Then, push the opponent\'s back from above with your right elbow, and in this way, suppress them downward."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_073.400px-Mair_grappling_073'","None"
74,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""74_Name"", ""74. A backwards throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""74_Description"", ""Adapt yourself to this type of fight in this way: if the opponent extends their head under your right arm and seizes your left arm from the inside with their right hand, while inserting their left foot between both of yours, then place your right arm backward under their left armpit and seize their right arm with your left hand. |Lift their left foot with your right foot, and if you pull them over your right hip, you will throw the opponent down."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_074.400px-Mair_grappling_074'","None"
75,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""75_Name"", ""75. A throw from the blocked leg hook"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""75_Description"", ""Place your left foot forward in this fight, seize the opponent\'s left elbow from the outside with your right hand, and their right arm from above with your left hand. |But if the opponent seizes you in the same way, then extend your right arm under their left armpit and seize the leather strap above with your right hand, and their right arm with your left hand. |Then, insert your right foot inside the opponent\'s left foot, pull them towards you with your right hand, push them away with your left hand, and in this way, force them to fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_075.400px-Mair_grappling_075'","None"
76,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""76_Name"", ""76. A leg break with a throw"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""76_Description"", ""When you engage mutually in this fight, prepare yourself in this way: place your left foot inside the opponent\'s right foot and seize their left arm from above with your right hand and their hips with your left hand. |But if the opponent seizes you in the same way, then seize their right arm from above with your left hand, encircle their right side with your left hand, and with your right foot, strike their right leg with all your strength. |In this way, you can break their foot. |Then, if you pull them from above, they will be forced to fall."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_076.400px-Mair_grappling_076'","None"
77,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""77_Name"", ""77. A throw from the waist"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""77_Description"", ""If the opponent stands firmly with their legs parallel against you, seizes your left arm with their right hand, and places their left arm over your right arm to seize your right armpit, then place your left hand on their right shoulder and pull them towards you. |Then, extend your right arm under their left armpit and encircle their hips. |If you turn from your left side to your right side in this posture, you can throw the opponent down using their thigh."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_077.400px-Mair_grappling_077'","None"
78,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""78_Name"", ""78. A carry off with a lock hold"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""78_Description"", ""In this fight, if the opponent stands upright with their legs parallel against you, remember to place your right foot forward and lower your body into the balance posture. |But if the opponent attempts to apply their right hand around your neck, then seize their right foot with your right hand and their right arm near your neck with your left hand, pulling them towards your chest over your left shoulder. |Then, seize their right hand under their right foot with your right hand, and if you raise yourself after this, the opponent is blocked, and you will be able to carry them."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_078.400px-Mair_grappling_078'","None"
79,"NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""79_Name"", ""79. A throw from the upper weak point"")","NSLOCTEXT(""DT_Grappling [9F3A18E6DE96DB282EA2807DC55C8CE6]"", ""79_Description"", ""Adapt yourself to this posture in this way: place your left foot outside the opponent\'s right foot and compose yourself in the balance posture. |Then, with your left hand assisting your right, encircle their hips, and place your left armpit under their right armpit. |However, if the opponent seizes you in the same way, then seize the leather strap near their neck with your right hand and their right armpit with your left hand. |Afterward, strike their left foot with your right foot, and throw the opponent from your right side to your left side."")","/Script/Engine.Texture2D'/Game/Resources/Grappling/400px-Mair_grappling_079.400px-Mair_grappling_079'","None"
